id,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3184299620,,,Dirk Kohnert,https://openalex.org/A5019303423,https://orcid.org/0000-0003-3921-1158,ZA,South African Institute of International Affairs,https://openalex.org/I28378616,True,,,6,https://openalex.org/I28378616,"The Socio-Economic Impact of Brexit on India, Pakistan and Sri Lanka in Times of Corona",https://doi.org/10.2139/ssrn.3888450,,,,False,en,True,green,SSRN Electronic Journal,https://openalex.org/I1318003438,RELX Group (Netherlands),https://openalex.org/S4210172589,1556-5068,repository,"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",2021-01-01,2021,article
https://openalex.org/W3188972145,2630,2630,Katie Barclay,https://openalex.org/A5086078154,https://orcid.org/0000-0002-5112-907X,AU,The University of Adelaide,https://openalex.org/I5681781,True,cc-by,0.99880385,28,https://openalex.org/I5681781,State of the Field: The History of Emotions,https://doi.org/10.1111/1468-229x.13171,,73.1798,,False,en,True,hybrid,History,https://openalex.org/P4310320595,Wiley,https://openalex.org/S85727404,0018-2648,journal,History of Emotions Research,2021-07-01,2021,article
https://openalex.org/W1565428795,,,Ubaraj Katawal,https://openalex.org/A5003847661,,,,,True,,0.96572264,4,,"In <i>Midnight's Children</i>, the Subalterns Speak!",https://doi.org/10.5325/intelitestud.15.1.0086,,8.0678,,False,en,True,bronze,Interdisciplinary Literary Studies,https://openalex.org/P4310320470,Penn State University Press,https://openalex.org/S2764614952,1524-8429,journal,South Asian Cinema and Culture,2013-02-01,2013,article
https://openalex.org/W4300982250,3090,3090,Nayantara Sheoran Appleton|Danya Glabau,https://openalex.org/A5085089532|https://openalex.org/A5080906577,https://orcid.org/0000-0001-6990-7004|,NZ|US,Victoria University of Wellington|The Foundation for a Civil Society|New York University,https://openalex.org/I41156924|https://openalex.org/I4210088911|https://openalex.org/I57206974,True|False,cc-by-nc-nd,0.78109863,7,https://openalex.org/I41156924,Critical engagements on <i>Making Kin not Population</i>: An epistolary review essay,https://doi.org/10.1111/aman.13780,Victoria University of Wellington,0.9392,,False,en,True,hybrid,American Anthropologist,https://openalex.org/P4310320595,Wiley,https://openalex.org/S102499938,0002-7294,journal,"Race, Genetics, and Society",2022-10-04,2022,article
https://openalex.org/W3137820065,3660,3660,Poornima Paidipaty|Pedro Ramos Pinto,https://openalex.org/A5024413122|https://openalex.org/A5025384759,https://orcid.org/0000-0002-0567-4050|https://orcid.org/0000-0002-4876-2843,GB|GB,London School of Economics and Political Science|University of Cambridge,https://openalex.org/I909854389|https://openalex.org/I241749,True|False,cc-by-nc-nd,0.86341232,6,https://openalex.org/I909854389,Revisiting the “Great Levelling”: The limits of Piketty’s<i>Capital and Ideology</i>for understanding the rise of late 20th century inequality,https://doi.org/10.1111/1468-4446.12840,Arts and Humanities Research Council,1.5187,https://pubmed.ncbi.nlm.nih.gov/33764519,False,en,True,hybrid,British Journal of Sociology,https://openalex.org/P4310320595,Wiley,https://openalex.org/S173252385,0007-1315,journal,Political Economy and Marxism,2021-01-01,2021,article
https://openalex.org/W262306403,,,Strother E. Roberts,https://openalex.org/A5039297565,,,,,True,,0.84054108,1,,Changes in the Genre,https://doi.org/10.5325/pennhistory.79.4.0345,,1.1388,,False,en,True,diamond,Pennsylvania History A Journal of Mid-Atlantic Studies,https://openalex.org/P4310320470,Penn State University Press,https://openalex.org/S196884033,0031-4528,journal,American Environmental and Regional History,2012-01-01,2012,article
https://openalex.org/W4386960187,3400,3400,Özgün E. Topak,https://openalex.org/A5061525717,https://orcid.org/0000-0002-1571-0940,CA,York University,https://openalex.org/I192455969,True,cc-by-nc-nd,0.94486852,8,https://openalex.org/I192455969,Drones: Robot eyes on racialized migrant bodies,https://doi.org/10.1111/imig.13183,,4.4503,,False,en,True,hybrid,International Migration,https://openalex.org/P4310320595,Wiley,https://openalex.org/S61710699,0020-7985,journal,"Migration, Refugees, and Integration",2023-09-22,2023,article
https://openalex.org/W2018615267,,,James L. Wescoat,https://openalex.org/A5018694558,https://orcid.org/0000-0001-8868-4352,US,Massachusetts Institute of Technology,https://openalex.org/I63966007,True,,0.93010322,14,https://openalex.org/I63966007,Comparative International Water Research,https://doi.org/10.1111/j.1936-704x.2009.00055.x,,3.3142,,False,en,True,bronze,Journal of Contemporary Water Research & Education,https://openalex.org/P4310320595,Wiley,https://openalex.org/S191088137,1936-7031,journal,Water Governance and Infrastructure,2009-08-01,2009,article
https://openalex.org/W2469102734,3190,,Simon Szreter,https://openalex.org/A5038563028,https://orcid.org/0000-0001-6903-2447,,,,True,,0.89747291,1,,Labor and World Development Through the Lens of Cotton: A Review Essay,https://doi.org/10.1111/j.1728-4457.2016.00129.x,,1.2969,,False,en,True,bronze,Population and Development Review,https://openalex.org/P4310320595,Wiley,https://openalex.org/S32314625,0098-7921,journal,Indian Economic and Social Development,2016-06-01,2016,review
https://openalex.org/W4206663115,3040,,Michele Lobo|Denisse Rodríguez,https://openalex.org/A5045580293|https://openalex.org/A5024273901,https://orcid.org/0000-0001-7733-666X|https://orcid.org/0000-0003-2278-8989,AU|AU|BO,Deakin University|Universidad Andina Simón Bolívar|Monash University,https://openalex.org/I149704539|https://openalex.org/I4210146931|https://openalex.org/I56590836,True|False,,0.6826535,2,https://openalex.org/I149704539,Decolonising the university from the Antipodes: Geographical thought and praxis,https://doi.org/10.1111/1745-5871.12527,,0.5958,,False,en,True,bronze,Geographical Research,https://openalex.org/P4310320595,Wiley,https://openalex.org/S173349649,1745-5863,journal,African cultural and philosophical studies,2022-01-12,2022,article
https://openalex.org/W2476058722,,,Ruzbeh Babaee,https://openalex.org/A5088223798,https://orcid.org/0000-0003-0184-9308,,,,True,cc-by,0.91573259,1,,An Interview with David Dabydeen on Literature and Politics,https://doi.org/10.7575/aiac.ijclts.v.4n.3p.73,,3.0835,,False,en,True,diamond,International journal of comparative literature and translation studies,https://openalex.org/P4310318044,Australian International Academic Centre PTY. LTD.,https://openalex.org/S2737326678,2202-9451,journal,"Caribbean history, culture, and politics",2016-07-28,2016,article
https://openalex.org/W3157050967,,,RK Mutatkar,https://openalex.org/A5080570312,,IN,Savitribai Phule Pune University,https://openalex.org/I878213199,True,,0.56024824,5,https://openalex.org/I878213199,Tribal health &amp; culture,https://doi.org/10.4103/ijmr.ijmr_593_21,,0.3561,https://pubmed.ncbi.nlm.nih.gov/33906995,False,en,True,diamond,The Indian Journal of Medical Research,https://openalex.org/P4310320448,Medknow,https://openalex.org/S147245081,0971-5916,journal,Child Nutrition and Water Access,2021-03-01,2021,article
https://openalex.org/W2099567775,3090,,Christopher T. Morehart,https://openalex.org/A5032597985,,US,Arizona State University,https://openalex.org/I55732556,True,,0.884908,4,https://openalex.org/I55732556,Archaeologies of the Past and in the Present in 2014: Materialities of Human History,https://doi.org/10.1111/aman.12249,Arizona State University,2.1658,,False,en,True,bronze,American Anthropologist,https://openalex.org/P4310320595,Wiley,https://openalex.org/S102499938,0002-7294,journal,Archaeology and ancient environmental studies,2015-02-01,2015,article
https://openalex.org/W2791257445,2630,,Kristen Rudisill,https://openalex.org/A5060993883,https://orcid.org/0000-0003-1416-7349,,,,True,,0.03015058,1,,Full‐Blooded Desi Romance: Contemporary English‐Language Romance Novels in India,https://doi.org/10.1111/jpcu.12652,,0.0,,False,en,True,bronze,The Journal of Popular Culture,https://openalex.org/P4310320595,Wiley,https://openalex.org/S134363990,0022-3840,journal,South Asian Cinema and Culture,2018-02-27,2018,article
https://openalex.org/W2792085868,3760,,Ashwani Saith,https://openalex.org/A5067829624,,,,,True,,0.03674517,2,,"Ajit Singh (1940–2015), the Radical Cambridge Economist: Anti‐imperialist Advocate of Third World Industrialization",https://doi.org/10.1111/dech.12396,,0.0,,False,en,True,bronze,Development and Change,https://openalex.org/P4310320595,Wiley,https://openalex.org/S137192870,0012-155X,journal,Political Economy and Marxism,2018-03-01,2018,article
https://openalex.org/W7115909728,,,Bharati G. Byali,,,,,,True,cc-by,0.78136686,0,,A Study on Impact of British Rule on Modern Governance in India,https://doi.org/10.5281/zenodo.17958786,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Indian History and Philosophy,2025-12-17,2025,article
https://openalex.org/W7115900618,,,Bharati G. Byali,,,,,,True,cc-by,0.78397255,0,,A Study on Impact of British Rule on Modern Governance in India,https://doi.org/10.5281/zenodo.17958785,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Indian History and Philosophy,2025-12-17,2025,article
https://openalex.org/W4408924208,,,Lalchhanhima,https://openalex.org/A5116830313,,,,,True,,0.07872678,0,,Postcolonial theory and the impact of British rule in India,https://doi.org/10.33545/26647699.2025.v7.i1b.126,,0.0,,False,en,True,bronze,International Journal of Humanities and Arts,,,https://openalex.org/S4387287743,2664-7699,journal,Colonial History and Postcolonial Studies,2025-01-01,2025,article
https://openalex.org/W4398215227,,,Xuyang Yuan,https://openalex.org/A5101364331,,CN|PK,University of the Punjab|Northeastern University,https://openalex.org/I172780181|https://openalex.org/I9224756,True,cc-by,0.05399559,0,https://openalex.org/I172780181|https://openalex.org/I9224756,Economic Development of British India during the Colonial Period,https://doi.org/10.23977/history.2024.060107,,0.0,,False,en,True,diamond,Lecture Notes on History,,,https://openalex.org/S4210216156,2616-227X,journal,Indian Economic and Social Development,2024-01-01,2024,article
https://openalex.org/W4213202743,,,Pavitra Sundar|Debashree Mukherjee,https://openalex.org/A5003483000|https://openalex.org/A5007302736,|https://orcid.org/0000-0001-8725-8204,|,,,True|False,,0.86235315,1,,Editors’ Introduction,https://doi.org/10.1525/fmh.2022.8.1.1,,2.3885,,False,en,True,bronze,Feminist Media Histories,https://openalex.org/P4310315693,University of California Press,https://openalex.org/S4210194729,2373-7492,journal,South Asian Cinema and Culture,2022-01-01,2022,article
https://openalex.org/W7112839962,,,"Galiani, Sebastian|Torrens, Gustavo|Lopez Cruz, Ivan|Palazzo, Alessandra",|||,|||,TR|TR||TR,Sabancı Üniversitesi|Sabancı Üniversitesi||Sabancı Üniversitesi,https://openalex.org/I134235054|https://openalex.org/I134235054||https://openalex.org/I134235054,True|False|False|False,,,0,https://openalex.org/I134235054,"The political economy of an exclusive trading company: comparative advantage, terms of trade, and distributive conflict",,,,,False,en,True,green,Sabanci University,https://openalex.org/I134235054,Sabancı Üniversitesi,https://openalex.org/S4306402254,,repository,,2025-02-02,2025,other
https://openalex.org/W3126085978,,,Onur Ulas Ince,https://openalex.org/A5081955699,https://orcid.org/0000-0002-9665-5188,SG,Singapore Management University,https://openalex.org/I79891267,True,,0.59348374,0,https://openalex.org/I79891267,"Not a Partnership in Pepper, Coffee, Calico or Tobacco: Edmund Burke and the Vicissitudes of Colonial Capitalism",,,0.0,,False,en,True,green,SOAS Research Online (SOAS University of London),https://openalex.org/I31575130,SOAS University of London,https://openalex.org/S4306402168,,repository,American Constitutional Law and Politics,2011-01-01,2011,article
https://openalex.org/W4407107348,,,Sebastián Galiani|Gustavo Torrens|Iván López Cruz|Alessandra Palazzo,https://openalex.org/A5029505552|https://openalex.org/A5030843898|https://openalex.org/A5001274532|https://openalex.org/A5116135441,https://orcid.org/0000-0002-8965-0995|https://orcid.org/0000-0002-1375-5379|https://orcid.org/0000-0002-1043-3083|,FR||TR|,Economie Publique||Sabancı Üniversitesi|,https://openalex.org/I4210113354||https://openalex.org/I134235054|,True|False|False|False,,,0,https://openalex.org/I4210113354,"The Political Economy of An Exclusive Trading Company: Comparative Advantage, Terms of Trade, and Distributive Con ‡ict",https://doi.org/10.2139/ssrn.5121627,,,,False,en,True,green,SSRN Electronic Journal,https://openalex.org/I1318003438,RELX Group (Netherlands),https://openalex.org/S4210172589,1556-5068,repository,Global trade and economics,2025-01-01,2025,preprint
https://openalex.org/W4412376481,,,Kabeer Bora,,,,,,True,cc-by,0.1987126,0,,Drain Gain: An Investigation Into How Colonial Drain Counteracted The Fall In The Rate Of Profit,https://doi.org/10.62834/wd6xjf93,,0.0,,False,en,True,hybrid,World marxist review.,,,https://openalex.org/S4404662940,3023-672X,journal,"Colonialism, slavery, and trade",2025-04-22,2025,article
https://openalex.org/W7135101763,,,NILKANTHA BOURI|LALMOHAN PATI,https://openalex.org/A5128273128|https://openalex.org/A5128276264,|,|IN,|Seva Mandir,|https://openalex.org/I4210103394,True|False,cc-by-nc,0.94686864,0,,Tilka Majhi and Early Tribal Resistance in Colonial India: A Frontier and Subaltern Reappraisal,https://doi.org/10.56975/jaafr.v4i3.504773,,0.0,,False,en,True,hybrid,JOURNAL OF ADVANCE AND FUTURE RESEARCH,,,https://openalex.org/S5407040580,2984-889X,journal,Anthropological Studies and Insights,2026-03-01,2026,article
https://openalex.org/W7140303074,,,Thomas J. Crowley,https://openalex.org/A5087477561,https://orcid.org/0000-0002-5951-6111,NL,Rutgers Sexual and Reproductive Health and Rights,https://openalex.org/I4210096112,True,cc-by-nc,0.46261987,0,https://openalex.org/I4210096112,Phule's ecology: Cultivating anti-caste natures,https://doi.org/10.1177/25148486261435818,,0.0,,False,en,True,hybrid,Environment and Planning E Nature and Space,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S4210198423,2514-8486,journal,Indian History and Philosophy,2026-03-25,2026,article
https://openalex.org/W2612745086,,,R. R. A. Souza,https://openalex.org/A5110684538,,GB,University of Westminster,https://openalex.org/I94951947,True,cc-by-nc-nd,,0,https://openalex.org/I94951947,,https://doi.org/10.13165/j.icj.2017.03.006,,,,,,True,diamond,International Comparative Jurisprudence,https://openalex.org/P4310319789,Mykolas Romeris University,https://openalex.org/S2898385756,2351-6674,journal,Historical and Contemporary Political Dynamics,2017-01-01,2017,paratext
https://openalex.org/W4391182354,,,Abdul Khaleque,https://openalex.org/A5076141674,https://orcid.org/0000-0002-6873-9165,IN,Rajiv Gandhi University of Health Sciences,https://openalex.org/I286135121,True,cc-by-nc,0.25446435,0,https://openalex.org/I286135121,A brief study on economic impact of British rule in India during the colonial period,https://doi.org/10.31305/rrijm.2023.v08.n12.010,,0.0,,False,en,True,diamond,RESEARCH REVIEW International Journal of Multidisciplinary,,,https://openalex.org/S4210189535,2455-3085,journal,Indian Economic and Social Development,2023-12-14,2023,article
https://openalex.org/W7115717093,,,Jayaramaiah G.M.,,,,,,True,cc-by,0.79419834,0,,"Impact on Colonial Bangalore: Political Movements, Protests and Nationalism– A Study",https://doi.org/10.5281/zenodo.17951787,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Anthropological Studies and Insights,2025-12-16,2025,article
https://openalex.org/W7115683568,,,Jayaramaiah G.M.,,,,,,True,cc-by,0.79477695,0,,"Impact on Colonial Bangalore: Political Movements, Protests and Nationalism– A Study",https://doi.org/10.5281/zenodo.17951786,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Anthropological Studies and Insights,2025-12-16,2025,article
https://openalex.org/W7109012375,,,Dr. Kuldeep Mandal,,,IN,Tilka Manjhi Bhagalpur University,https://openalex.org/I96307353,True,cc-by-nc,0.73969255,0,https://openalex.org/I96307353,An Analysis of Economic Exploitation through Administration during the Colonial Age,https://doi.org/10.56975/ijedr.v13i4.302141,,0.0,,False,en,True,hybrid,INTERNATIONAL JOURNAL OF ENGINEERING DEVELOPMENT AND RESEARCH,,,https://openalex.org/S5406990827,2321-9939,journal,Indian Economic and Social Development,2025-11-01,2025,article
https://openalex.org/W4415987889,,,Mohit Aggarwal,https://openalex.org/A5120292495,,IN,Guru Nanak Dev University,https://openalex.org/I165682329,True,cc-by,0.39607172,0,https://openalex.org/I165682329,Colonialism and Imperialism as Systems in India,https://doi.org/10.51583/ijltemas.2025.1410000031,,0.0,,False,,True,hybrid,International Journal of Latest Technology in Engineering Management & Applied Science,,,https://openalex.org/S4210212248,2278-2540,journal,Indian Economic and Social Development,2025-11-07,2025,article
https://openalex.org/W7160758693,,,Eshwarappa M T,https://openalex.org/A5135800833,,,,,True,cc-by,0.97271141,0,,The Transformation Of Social And Cultural Structures In Colonial India: A Case Study Of British Rule,https://doi.org/10.5281/zenodo.20112814,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Indian History and Philosophy,2026-01-01,2026,article
https://openalex.org/W7114923474,,,IMTIAZ HUSSAIN,,,US,Drug Enforcement Administration,https://openalex.org/I1323015784,True,cc-by-nc-nd,0.88240223,0,https://openalex.org/I1323015784,"The Unquiet Heart: Emotions, Resistance, and the Making of Modern India (1918-1928)",https://doi.org/10.65463/37,,0.0,,False,,True,hybrid,The Historian,,,https://openalex.org/S7407053776,2074-5672,journal,History of Emotions Research,2024-06-30,2024,article
https://openalex.org/W7160757886,,,Eshwarappa M T,https://openalex.org/A5135800833,,,,,True,cc-by,0.96677357,0,,The Transformation Of Social And Cultural Structures In Colonial India: A Case Study Of British Rule,https://doi.org/10.5281/zenodo.20112815,,0.0,,False,en,True,green,Open MIND,,,https://openalex.org/S4406922384,,repository,Indian History and Philosophy,2026-01-01,2026,article
https://openalex.org/W4416954889,,,Dr.Prakash Masram,https://openalex.org/A5120540214,,,,,True,cc-by,0.52666914,0,,The Peth (Nashik) Revolt Of 1857: Its Significance And Role In India’s Freedom Struggle,https://doi.org/10.53555/ajbr.v27i4s.8862,,0.0,,False,,True,diamond,African Journal of Biomedical Research,https://openalex.org/P4310321518,African Journals OnLine,https://openalex.org/S33826441,1119-5096,journal,South Asian Studies and Conflicts,2024-12-24,2024,article
https://openalex.org/W4403407218,,,Prem Kumar Sharma,https://openalex.org/A5109006186,,IN,Rajiv Gandhi University,https://openalex.org/I4210102005,True,cc-by,0.41410029,0,https://openalex.org/I4210102005,Why Chalans Resistance? Protests by the Tea Plantation Labourers against the Britishers in the Nineteenth Century,https://doi.org/10.54741/ssjar.3.2.1,,0.0,,False,en,True,diamond,Social Science Journal for Advanced Research,,,https://openalex.org/S4210240963,2583-0074,journal,"Migration, Ethnicity, and Economy",2023-03-31,2023,article
https://openalex.org/W7161518326,,,C. (Chiranjit) Rana,https://openalex.org/A5136331214,,,,,True,,,0,,Land Revenue AND Colonial Governance: State Formation AND Rural Transformation in Bengal AND Madras,,,,,False,en,True,green,Neliti,,,https://openalex.org/S7407055263,,repository,,2026-04-30,2026,other
https://openalex.org/W7147466699,,,Niharika Kashyap,https://openalex.org/A5132589323,,,,,True,cc-by,0.89282844,0,,The British Rule in India: A Critical Analysis of Its Socio-Economic and Cultural Impacts,https://doi.org/10.5281/zenodo.19364281,,0.0,,False,,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Indian Economic and Social Development,2025-08-15,2025,article
https://openalex.org/W4239153792,,,Matthew J. Bowser,https://openalex.org/A5043541383,https://orcid.org/0000-0003-1089-0230,MX|PL|US,Northeastern University|Uniwersytet SWPS|Universidad del Noreste,https://openalex.org/I12912129|https://openalex.org/I36685595|https://openalex.org/I87182695,True,,,0,https://openalex.org/I12912129|https://openalex.org/I36685595|https://openalex.org/I87182695,Misdirected rage,https://doi.org/10.17760/d20384382,,,,False,en,True,gold,,,,,,,Asian Geopolitics and Ethnography,2020-01-01,2020,dissertation
https://openalex.org/W7147275143,,,Niharika Kashyap,https://openalex.org/A5132589323,,,,,True,cc-by,0.89259752,0,,The British Rule in India: A Critical Analysis of Its Socio-Economic and Cultural Impacts,https://doi.org/10.5281/zenodo.19364282,,0.0,,False,,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Indian Economic and Social Development,2025-08-15,2025,article
https://openalex.org/W7115703821,,,Manjula V.,,,,,,True,cc-by,0.77273893,0,,"The Role of British Governor Generals, Residents, and Commissioners in the Administration of Bangalore",https://doi.org/10.5281/zenodo.17952244,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,South Asian Studies and Conflicts,2025-12-16,2025,article
https://openalex.org/W7115718022,,,Manjula V.,,,,,,True,cc-by,0.77322622,0,,"The Role of British Governor Generals, Residents, and Commissioners in the Administration of Bangalore",https://doi.org/10.5281/zenodo.17952243,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,South Asian Studies and Conflicts,2025-12-16,2025,article
https://openalex.org/W3004286829,2630,2630,Karen Sayer,https://openalex.org/A5037005870,https://orcid.org/0000-0001-6493-5321,GB,Leeds Trinity University,https://openalex.org/I339756655,True,cc-by,0.2127648,1,https://openalex.org/I339756655,The Changing Landscape of ‘Labour’: Work and Livestock in Post‐Second World War British Agriculture,https://doi.org/10.1111/1468-229x.12920,,0.0,,False,en,True,hybrid,History,https://openalex.org/P4310320595,Wiley,https://openalex.org/S85727404,0018-2648,journal,Historical Economic and Social Studies,2019-12-01,2019,article
https://openalex.org/W3093819316,,,David Baillargeon,https://openalex.org/A5004163698,https://orcid.org/0000-0002-9154-4980,,,,True,,0.48201307,0,,“A Burmese Wonderland”: British World Mining and the Making of Colonial Burma,,"University of Wisconsin-Madison|University College London|National Library of Australia|University of California, Santa Barbara|Institute on Global Conflict and Cooperation, University of California, San Diego",0.0,,False,en,True,green,eScholarship (California Digital Library),https://openalex.org/I2801248553,California Digital Library,https://openalex.org/S4306400115,,repository,Asian Geopolitics and Ethnography,2018-01-01,2018,article
https://openalex.org/W7136964466,,,Shiladitya Das|Dr. Pradeep Kumar Kesharwani,https://openalex.org/A5129463950|https://openalex.org/A5129518806,|,|,,,True|False,cc-by,0.94116172,0,,"The Making Of Colonial Kamrup: Economy, Society, And Cultural Change In A Frontier District",https://doi.org/10.5281/zenodo.19046602,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,South Asian Studies and Conflicts,2025-07-26,2025,article
https://openalex.org/W7136175562,,,Shiladitya Das|Dr. Pradeep Kumar Kesharwani,https://openalex.org/A5129463950|https://openalex.org/A5129518806,|,|,,,True|False,cc-by,0.92369945,0,,"The Making Of Colonial Kamrup: Economy, Society, And Cultural Change In A Frontier District",https://doi.org/10.5281/zenodo.19046601,,0.0,,False,en,True,green,Open MIND,,,https://openalex.org/S4406922384,,repository,South Asian Studies and Conflicts,2025-07-26,2025,article
https://openalex.org/W4414862547,,,Raghuvendra Pandey|Jyotsana Sonal,|https://openalex.org/A5119864150,|,|,,,True|False,cc-by,0.35687629,0,,Irrigation and Famine in Colonial India: A Case Study of the United Provinces (1817-1903),https://doi.org/10.70558/ijssr.2025.v2.i5.30627,,0.0,,False,en,True,hybrid,International Journal of Social Science Research (IJSSR),,,https://openalex.org/S5407047177,3048-9490,journal,Social and Economic Development in India,2025-10-01,2025,article
https://openalex.org/W4387619901,,,Deepti Mulgund,https://openalex.org/A5042051577,https://orcid.org/0000-0002-9960-3754,IN,Shiv Nadar University,https://openalex.org/I26604189,True,cc-by,0.22841646,0,https://openalex.org/I26604189,Beyond conservation: Royal picnics at Elephanta and the legitimization of empire,https://doi.org/10.1017/s0026749x23000240,,0.0,,False,en,True,hybrid,Modern Asian Studies,https://openalex.org/P4310311721,Cambridge University Press,https://openalex.org/S188415705,0026-749X,journal,Global Maritime and Colonial Histories,2023-09-21,2023,article
https://openalex.org/W2912814006,,,Alix Chartrand,https://openalex.org/A5004125872,https://orcid.org/0000-0003-3904-6631,,,,True,,0.27955037,0,,The evolution of British imperial perceptions in Ireland and India c. 1650 - 1800,https://doi.org/10.17863/cam.36052,,0.0,,False,en,True,green,Apollo (University of Cambridge),https://openalex.org/I241749,University of Cambridge,https://openalex.org/S4306401777,,repository,Historical Studies of British Isles,2018-07-24,2018,dissertation
https://openalex.org/W3209951307,,,Grigory Karpov,https://openalex.org/A5018801515,,,,,True,cc-by-nc,0.26997918,0,,The role and place of Indian diaspora in the colonial Kenya,https://doi.org/10.25136/2409-868x.2021.11.36732,,0.0,,False,en,True,diamond,Genesis исторические исследования,https://openalex.org/P4310314446,Aurora Group s.r.o.,https://openalex.org/S4210223377,2409-868X,journal,Global Maritime and Colonial Histories,2021-11-01,2021,article
https://openalex.org/W4407268038,,,T. Sumathi -|M. Krishnan|R. Ravichandran -,https://openalex.org/A5100912089|https://openalex.org/A5018473675|https://openalex.org/A5024798777,|https://orcid.org/0000-0003-0288-7162|,||,,,True|False|False,cc-by-sa,0.03014067,0,,Agricultural Status and Land Revenue Administration in Madras Presidency,https://doi.org/10.36948/ijfmr.2025.v07i01.26887,,0.0,,False,en,True,hybrid,International Journal For Multidisciplinary Research,,,https://openalex.org/S4210207214,2582-2160,journal,Agricultural Economics and Practices,2025-02-08,2025,article
https://openalex.org/W2609253470,,,Arkamitra Ghatak,https://openalex.org/A5069594412,,BD,Presidency University,https://openalex.org/I4210132279,True,cc-by,0.06846307,0,https://openalex.org/I4210132279,Bharatbhoomi Punyabhoomi: In Search of a Global Theosophical India in Tarakishore Choudhury’s Writings,https://doi.org/10.17169/ghsj.2017.105,,0.0,,False,en,True,green,Universitätsbibliothek der FU Berlin Hochschulschriftenstelle u. Dokumentenserver,,,https://openalex.org/S7407052913,,repository,Indian and Buddhist Studies,2017-01-16,2017,article
https://openalex.org/W7155013316,,,"Sikandar Hayat Afridi, Naila Alizai, Dr. Muhammad Hanif Khalil",https://openalex.org/A5134047597,,,,,True,cc-by,0.95877721,0,,Colonial Agrarian Policies and the Politics of Peasant Resistance in British India,https://doi.org/10.5281/zenodo.19113220,,0.0,,False,,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,"Agriculture, Land Use, Rural Development",2026-03-19,2026,article
https://openalex.org/W7154949857,,,"Sikandar Hayat Afridi, Naila Alizai, Dr. Muhammad Hanif Khalil",https://openalex.org/A5134047597,,,,,True,cc-by,0.95148217,0,,Colonial Agrarian Policies and the Politics of Peasant Resistance in British India,https://doi.org/10.5281/zenodo.19113221,,0.0,,False,,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,"Agriculture, Land Use, Rural Development",2026-03-19,2026,article
https://openalex.org/W4393982217,,,Robert Nichols,https://openalex.org/A5024151218,https://orcid.org/0009-0003-8653-0247,,,,True,cc-by,0.06600693,0,,"The Pashtun Borderlands, 1944–1947",https://doi.org/10.3366/afg.2024.0123,,0.0,,False,en,True,hybrid,Afghanistan,https://openalex.org/P4310320189,Edinburgh University Press,https://openalex.org/S4210231674,2399-357X,journal,"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",2024-04-01,2024,article
